Rank,Bib,LastName,FirstName,Team,Nationality,Category,PositionInCategory,PositionInGenre,OfficialTime,Delay
101,114,56cd9555d9acca4498b02208193d84fc37438b4433ce5a2f57b184f0,2a031971c16d799407ee46ef1072e589ae40f9fb3ae7aa652dbe7029,f468df525feefcd7f0404ae40a67fb0c3fe18d6a9eb10e7ebd0b81fd,ita,SM,29,95,2:58:38,+34:38
102,1423,27cab1b03b04564cbab5480cc4bfd11949f9cf3af47b7f59fae58ffb,a8f024f9a656fa27ba3c7119ef63364e754864f53d94b79eeee43caf,97893a88e06e9a9e9f17654d384b49249957afdb35018372ff37b7b2,ita,SM50,7,96,2:58:39,+34:39
103,1321,6eee52c49969ecc4744efe16c57a6be62df78022365e26ba36e55426,291af23cb744062d08492e88cb608c2dca5e3093b2937eee2eaf7556,e66640725cd49d5eca72128c1625142f0eb51785d8758b9b08530b7a,ita,SM35,24,97,2:58:41,+34:41
104,14,8c0c6f71d676f58ce6d9f2850e1a7d4c4b9d80e46273e8e1feb5a247,3fa41da3851004d594cf0349d8b375f076e6152c7bdabac13ebd491b,94be748ccaaf0daec6d600730845512e76230cc0ab94bf6147faf287,ita,SM45,13,98,2:58:44,+34:44
105,141,a3777917f671b2f93f347f2706866fd63735f12f7553083b7ee85cc3,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,d4374a4da1e73a0655a1e2e1a5568cd13781b0e4ada489604a39e40b,ita,SM45,14,99,2:58:48,+34:48
106,56,1dbc3c5916ba8d6a66675f95db84d0473934562543da4e7cf1ba3b7e,a7abd4afadc6ae36a6d0b870ff715e450f695a25ba3526b953ba393f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,esp,SM50,8,100,2:58:53,+34:53
107,1512,8e98ff2f6ceb3f5a67038c2fad1658d04f32ca15628315bb844beb53,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,564ac14e2e7ddfc3faa06bc0ec1f977c896ed2a5a0dec5e84bf2149a,ita,SM45,15,101,2:59:05,+35:05
108,627,a44b61d2dba91ce07222d8c9af1587f98ea0addfa1f2e2446edc5387,55dc884c699a84962956545ecd61f2f3c747f0c9bdd61915811fdb93,05b600b2f53f4e9457994fa891bd56d3ced4162ce613f07fc3c8224b,ita,SM50,9,102,2:59:16,+35:16
109,84,cc72d674cf65cf5d197552798383e13e994300959e3f3b6e2c018b3f,86c94ffedd04ddf3e57a932f797abdae7f6a7e7322e98706d3c5f7a7,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,irl,SM,30,103,2:59:20,+35:20
110,1605,b80167d9ff087175b82d69c5c93cb3936b0cd904cc7f1c9a67ae0db7,a2f6d0eeddd4327d67c131dccb9df067aacf11cf23a3a6928c2d79fb,18e9826ac65f9bfec7f7b4e4677de6787f1eb4e07ea8182fb5774c5d,ita,SM35,25,104,2:59:28,+35:28
111,91,9f299abc863d15957d1702f5ca40ad836a9855ff6366f9cb14f9a404,292005aea3133a4ce92308c8867bd3f0abc7f48e25d0d060082f84d6,f817b357e9b773315688235b620f328e11ef2d6dae377af7bb5e8b98,ita,SM45,16,105,2:59:28,+35:28
112,191,acec1dbdad19fcaa3b8e207ac8384524e8986f69f26271f0a3d41740,a8f024f9a656fa27ba3c7119ef63364e754864f53d94b79eeee43caf,78428f8f54b668730a14d091846e425a5e0a82061f3556253b960fd4,ita,SM,31,106,2:59:47,+35:47
113,145,5c6470100df4076cbf4d253552a9dfc36d5e3a2008f876ee30e97d67,90a2c8676e9a63665e01309f84ac00127468eb388bc152f00e4f5ff5,f2d6a595a86285e779ab3ba51103d6bb58019e340fdf5cbe3c2e179b,ita,SM55,1,107,3:00:29,+36:29
114,164,f27f2b877d7ccdf0408bbf4811162b6173523f42ccefc1aae29d5d4a,f0aec8fbe666e6a4768966516dfc86a95ac558ae00f781505d9f1fe5,0437097e0f3e67581076b66d16dfd23215e7e6a6cb6345671a17142c,ita,SM50,10,108,3:00:31,+36:31
115,130,b0cca354e9f1cb58c8d5993777ebc18cfed16144847594a08ad13fcf,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,7e0f1ac2d9bbaafa35ad4e6deaf30b63673490a6d05b91f02c372648,ita,SM45,17,109,3:00:38,+36:38
116,143,f41ae95706451eb7eef47f271052d95a71f27627a84088afb75d4597,8183c56ecd92c8917821197a554e5812189b222ee00cb9b3c006557d,e26dda0a4ec8b7b59da6cf7bd254522f176928d6920822350b2ae15e,ita,SM35,26,110,3:00:39,+36:39
117,118,0c3dae88f47cf134c490088ff67ccaa668f42def33fee3014ccbcbc4,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,575bb024abff3db9e3fe41b79cc98281d0016ea44fe181defb5db937,ita,SM35,27,111,3:00:48,+36:48
118,193,b860cd8a0dee0d5384847359faac7fae50e85eb51b792d858c8f5cdd,ef758bdccac7249a52d282279dc53f9b75db8fdfcdbfa46f36e2c227,af711d1b566e07079d90a91ea4be08c5ab4e537a97c095308e8c8691,ita,SM45,18,112,3:01:17,+37:17
119,788,041c6879d73a80c912081e9a9fe9f969947065f24624dcd5902c52aa,a2f6d0eeddd4327d67c131dccb9df067aacf11cf23a3a6928c2d79fb,73ea35c0da8b9f3bf4bae30f8088cb0cfacd95630b251641699bae8f,ita,SM50,11,113,3:01:33,+37:33
120,254,6192c35da3a11e13489349538d7fb85fba3f3c4c6870bd792d34450a,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,b184630531675423cac82d483d8e2f5d47311e0c8ff7cad0b1d715aa,ita,SM40,26,114,3:01:43,+37:43
121,215,880f5dc94f31d68943d4c1da6b8b3393e1383b4c4837a7bce76747e4,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,be703f0866779f0c9d3a9d04cd90d683758a8ffdbbb917a136b65e01,ita,SM50,12,115,3:01:49,+37:49
122,1626,c5587e21ca9f9855df35590ec8dd8765d5a34166fa767b2d77b0591f,c673ad6ff75bde60e6de12e46d2c46aa30d1ff683ff5f8ff09ce0c38,aebe928ad8bb5d03dba3919c0406094ce4db75688fe333fd85e9c1d9,ita,SM40,27,116,3:02:03,+38:03
123,195,9a5ff0b31fdfcc98e0c35e11f082c5a94eae06a11f9debbb0559dc99,039c7635216135a824465e35b735f2e94c1ea33ba6415e5d24c82e77,e35cb0326d914dce61002d25cccd1aebf0ce11e1ce8e30220e8b2842,ita,SM50,13,117,3:02:09,+38:09
124,192,45ae6935122e691ffe3cac52809fc5acdbff73557e48f3a7334e6750,fc41808747330c6532bc3c89f6406b8e666f13931bc60f1a477b54cc,e2dd133a06c923029b52a43bc634101dbe78d30c7fb43c1f736941ad,gbr,SM45,19,118,3:02:13,+38:13
125,1601,9695cb5dbc7583e3816223e6c58d3efc7d9ebfb0ff30900b30eaa6ef,6452afd28edb1aa40ca0f7d0963a21d945c5a45b8bc68903ed9f3e00,18164d37b3896e99bcaa9841bd68666dfc7e2839f5e30eeb44ba6a45,ita,SM50,14,119,3:02:34,+38:34
126,293,4c3b4f754b190461c28e7b9dd951ff7fa088a0b168a6c7525cd82231,4f864dda1af3348f911123658082b57437468f6194c702afd184ab2c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rus,SM40,28,120,3:02:41,+38:41
127,71,80e6d162b01792cc73f338e668564aec4b1661074c034e5d420ccb9f,5c23781c72b904a3b3db8099c5d996751d0b45f67666b451f26d2994,b5413fe5bc7fe2bc3256115de30deeb7aeb962d71d50ef86135e7161,gbr,SM45,20,121,3:03:11,+39:11
128,1374,33bfe269be658891839833edc8d75a512b92ff290f67eb5962d5ab54,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,c1b65cee5e37dd850807fe426a1db1aee75a4977bcefff21741947c8,ita,SM40,29,122,3:03:14,+39:14
129,36,9dca0ebb9f0df7b1bf1a24575bd6b432f00ab775741677ce9d485438,8e722006dd18ba0e8592731b905bcbf91305bd305588a14936a2c1ed,a06bd0b18e6df2c676d2f8801623996d92d2e97793845648762e83b0,ita,SM35,28,123,3:03:35,+39:35
130,185,d88f87bc4ed2a8a0090d4bcaee9560974ad710120ada34862fe43bfa,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,29,124,3:03:46,+39:46
131,197,59dbaaf4b0b76c75492871f701c23977d3c20fc3ae4322d8b2357ff2,4e4c604ca984d30c02e4de1e4a9b0227a72666bd45fdd9fdcf7e44da,5c910ba4e17bef36a0b44a075177dff5880a1d23e01a8b723c38b77e,ita,SM45,21,125,3:03:51,+39:51
132,110,b8b95a700af3c65a8b0aadb4549412550fd5829ff7f72537308afb32,4977a42a92112dc164c448d75c879cdd8f2819828dcdf01cddc25434,5896823f16413052f830289e682b766c17d7b02a3e0df7540d0121d8,ita,SM40,30,126,3:03:59,+39:59
133,201,5ddd0e87d1e2b9d47665a51f683058b04ab7a2ffb6d88d071e984389,a2f6d0eeddd4327d67c131dccb9df067aacf11cf23a3a6928c2d79fb,6e3b7e311d9604c4132eb6e4d66d376576bdc86412e2ecb5d14b2504,ita,SM,32,127,3:04:27,+40:27
134,194,37f7b551cc441a8a646c02134a730506354d36241bb30594c53153ff,d887599ce44249ce921295ebbd0a5d3f9548ec20d59af626049e8c49,018686710a39d4cfcb3b79b199c2a02977a81ee8da1b4b14683c1256,ita,SM,33,128,3:04:30,+40:30
135,200,f656c17cb0dd3fa4c35e9a464c8a7d82dedf6148edddce67db71a6fb,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,53735795e28140cd35b15c7dc3ffc21e6f91cfa0db89ef834ca72c21,ita,SM45,22,129,3:04:33,+40:33
136,181,fdf7517de1acf7adb12578b5d1a63ff523582025378b01e953166680,c673ad6ff75bde60e6de12e46d2c46aa30d1ff683ff5f8ff09ce0c38,53735795e28140cd35b15c7dc3ffc21e6f91cfa0db89ef834ca72c21,ita,SM50,15,130,3:04:35,+40:35
137,102,8e925b2fd5fc4d034a3043a603919856f829821b0fc1fbc855116898,7b8df0723ec2af95b26386f88d376e2fd10f39045e4afb67d846826b,47afa30f1966f1aacbf6ce50c7015faa50a2e8bd3093296c99babe6a,ita,SM50,16,131,3:04:37,+40:37
138,468,7e1944180fc9cbd45ed724705b0e1c37880bf2cd553c311447def32a,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,30,132,3:05:16,+41:17
139,16,fdd29bff670f596044ab84f477088a7b101f2d918d6c47c6948d3999,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,73ea35c0da8b9f3bf4bae30f8088cb0cfacd95630b251641699bae8f,ita,SM35,31,133,3:05:23,+41:23
140,214,8ea821699cd795b3c1451898bb8e7a6445931b5545729de588a61cf6,c2fa1fc435394d6e22dfc8756762064b09648f06943f06003e223da1,869d148448410d8a7cca7a2fedfd732a3431eb2838eac9320dd457a9,ita,SM45,23,134,3:05:33,+41:33
141,1379,d6e5fc90a8e755b44039a1de3814aca0358c85591c748882eadb4ae6,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,1423334c841e9f1d8e8d050c14b00661480f0252545db9405e1665e3,ita,SM35,32,135,3:05:36,+41:36
142,99,0e942b95a5106f00c6ce4f8307abed0348a28eedfed8fb9b9de3a00d,3cbfed29f6a29791296f0963ea16360f1182a796946b09c087cefc7e,6e3b7e311d9604c4132eb6e4d66d376576bdc86412e2ecb5d14b2504,ita,SM45,24,136,3:05:43,+41:43
143,67,a49d3fc531c84022b1298a6e399c76712e143a50a875fcf1019bae6f,9b8ec68f92e064ce4fac1ad452657f7cea362108ec5c61826ed028ef,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,esp,SM50,17,137,3:05:50,+41:50
144,277,8bd9fa33b1fc91df44d7eaf699d16251b50a0d67bd377726e0a48886,88308d0d56b2ba7e56a9550137ed51f79da4657adf4ea08126bea5fe,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM50,18,138,3:05:56,+41:57
145,1653,4751564d97caf87329c94dbdead9b734cd839cdb3bce28ce41019e9d,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,c417dd006521a3237fd26a314ca31ae5d73568b71670ea64b0d74f46,ita,SM,34,139,3:06:11,+42:11
146,441,c35ac16523f85867f1187f399ccd814212628e672e2eee648913acc4,edb30b03f60c8eebde545629e51511520231dc0aba79e83ee1f14c43,e66640725cd49d5eca72128c1625142f0eb51785d8758b9b08530b7a,ita,SM35,33,140,3:06:12,+42:12
147,273,dfeb4b0265058c37382754e3a443303483eecd1a28dbf7fe684806c7,292005aea3133a4ce92308c8867bd3f0abc7f48e25d0d060082f84d6,485636c928f26bc89930da828ea9432ff668ece9a79049e5e07122ea,ita,SM50,19,141,3:06:16,+42:16
148,128,5d5221cc8b912b61fa8ccbec9937e78724ec4a4dc466490cc266f358,bd8262b9b99a37476039aea011b0150b573b16226badfeac9dc7ae3f,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM,35,142,3:06:16,+42:17
149,209,ba39ca5ed6d67ddf484a730ba0d571dee88332809122c7c3dd3719e2,2a031971c16d799407ee46ef1072e589ae40f9fb3ae7aa652dbe7029,1d8126620fde32b926dd140756a9c121232844a4abc6e276698b75cb,ita,SM40,31,143,3:06:24,+42:25
150,80,89603825d45a5af20dc836d4965d6cab96fc1b2ee2d2c278bccb96da,78151dd9cf6e22f81e925ddb51b17334b7d75a41f04c50c20df3a2cc,582f9f1341112e6c094aa5e050fc3155f7e363da5cdfc8ea2a151f5d,ita,SM35,34,144,3:06:37,+42:37
151,125,9c8c1cee8f5e467f92417fac92b5e41005176aacd2dc57fce5b0d112,b8b9ca60d9761e0c24c23a787013a0ee9724140391986da85e4c7ea0,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM40,32,145,3:06:37,+42:37
152,1017,f9895e338abca08f5bded036afedb30d290493a660f7cb9375b8a129,4586f66be35ff53afeb5dcb4442f32be3b5646a353126079d47f3e32,4c9baa65800651e0862a85af1c208af1c1979eb9cfdc7c71b9b40698,ita,SF35,1,7,3:06:45,+42:45
153,198,3a640f9e7bfae09c24f261dc7220aaa443541b4eb3eb3e43ba3d845f,ed52382d74ce2e1b9951bddc1341d5cad370162b059935c72b9ed14a,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,36,146,3:06:56,+42:56
154,1392,eeb732ef35f0e08d0e21a5d89d9ee14736d53434f7956070baf47873,8e722006dd18ba0e8592731b905bcbf91305bd305588a14936a2c1ed,61ab8566c825aafa4359a7444e1cebb7486dfdea44f28661f67be405,ita,SM,37,147,3:06:59,+42:59
155,61,1ad9d27c61933f477d136c56cf303c8bf78c43567ca894cb895b3676,f42bf244a8c15d7a47ee7dfa5da6b25aa4b4f9b7f18119a073e9fd79,2abb207a399d51075eebfd1e9631b43f0ac923050fb496784b744266,ita,SM40,33,148,3:07:00,+43:00
156,1339,1c024fd437f46777b762e0a677d19e36d795b2e18f7ffdb6f91c4af2,6d9882da32c4523bf8b2da82cd6a7f3e14eaeb05fe3a68416ff2c2a3,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,34,149,3:07:10,+43:10
157,1465,6cdc4252f2a52816abb6524ac939f1d20dfc37702870188981a9f456,9cc5393ed396fc25a98992cbc280be52ee764597e95b454bf4f15894,97893a88e06e9a9e9f17654d384b49249957afdb35018372ff37b7b2,ita,SM40,35,150,3:07:14,+43:15
158,66,aaf9acba9e5ec4b152b080a4df9f9d1feb739624c54e73365ca599c8,2a031971c16d799407ee46ef1072e589ae40f9fb3ae7aa652dbe7029,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM45,25,151,3:07:15,+43:15
159,1029,77d045089b98e557189d86e414361501b8265f6bfa3278498acb3f86,7d1d0a90039569d56d5af09c599631371f72fae0987cd10f651e894f,a4362c00c80b80821d1a5dbc609a121c952a96dad898182cc6314236,ita,SF,5,8,3:07:17,+43:17
160,116,7b2cfd6899500fd6f9411fa7a794fcdf7b96105c155041c375205a07,ee4043f44cbd91e08abe9161530a4ef58f456f0ebc554d3516113280,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rus,SM40,36,152,3:07:25,+43:25
161,219,d841292cc3f6b478514ca6bd43292ec1dc7c176a61bfc170d740b1de,b880d0027c39bac14094d0afa0601f67f1a92bfbed87213b24fb2752,3f61880132d07c9e2b51211319aaeda7a3aa139180365ff336ba5c36,ita,SM45,26,153,3:07:55,+43:55
162,175,819155756da63e0dae6efb1900f31d2169fa6a17463739a20c70a070,7a5d88dcf1057dad10ad7d65e2ff66f9b3377ff720fd17f4fe3f0301,922c3eb788b9bab68900ad593e90ba4c36bacfc600c6679e6e40ef6a,ita,SM35,35,154,3:07:56,+43:56
163,163,b62a104899b3907fc783141357ad50800292404e0bcdc107cf70a885,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,1594b87b0c81826a8843008f8bf37a5b3d14c7ce4aaf72582d2fc887,ita,SM50,20,155,3:08:03,+44:03
164,1398,e60ee05238282f46bd2927bc373c37b6a8b8e460250dba652e5e06ae,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,427f4f9a4b51177f84e70c04d11e584865d0c065dc52267f77d66860,ita,SM50,21,156,3:08:08,+44:08
165,275,b146bfe690b1afd00d3fcf52f99340d82e8d2ca1448bc983f7c4e44d,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,eac2269ace6089c416e79fd8ef9e2efbb2353788cf6fed75758e6332,ita,SM40,37,157,3:08:11,+44:12
166,1396,6009913464bdd75c36c7dad31f2f2ff62599de8f5eadfe4c08402d2a,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,6a45d5ef3decedcae25597c8b17478178051996fbe94ea1a7a093eea,ita,SM45,27,158,3:08:12,+44:12
167,1638,1c752e3695d32c8f19cda64ce2c094c9a3c7b9a99f0a40854ebf2cce,8e0038a023417bfd2c723e3984495cddac1981259d1ef12a76a0f7ec,029de44850e6fd7ef8c9d216386466d8c00ec71acda9a8d9cee03ac7,aut,SM40,38,159,3:08:12,+44:13
168,1505,7574b9defd34e7975d055292f0145b6fe25aa6f0cc130ae1dd6ea456,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,c575193862e2aae4461267ac2412f8e3fb3fe72364db9123452539df,ita,SM50,22,160,3:08:18,+44:18
169,340,a263ccaf2b289c5dfea86bd95e64ecf54d01b9255f260ff0bcae899d,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,39,161,3:08:20,+44:20
170,42,92484d5f4aa83e999b0dd1d20ff542125a58821fd31076d05d6a31cd,3df6718fbee453c92ca28e3e6f4c2a480df395eca856f2ecd29097f6,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,hun,SM45,28,162,3:08:24,+44:24
171,243,8e87f85b60119db4b871855c74703be73fee7ffd88c92ed288f2cbe7,3cbfed29f6a29791296f0963ea16360f1182a796946b09c087cefc7e,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM35,36,163,3:08:29,+44:29
172,1308,11d1547b7cdfc4204b6145310d6daa6e3e56f819ae561d52d1444d06,ca2def309e087d726409b25b0ee9b9c5b28441493c3dae01712f338b,f468df525feefcd7f0404ae40a67fb0c3fe18d6a9eb10e7ebd0b81fd,ita,SM50,23,164,3:08:40,+44:40
173,296,0eee1262678db0a620643236763c6d5f269c58cf4c48ae6aafc37fec,f28eb01649db37d3f5f70dbb86e208c438dcdc4663baf678cb0cf9a5,f27e57d157d2523e3f9683d05345d98083785326c9b52dac4d73f135,fra,SM35,37,165,3:08:46,+44:46
174,103,82c02aa6b28aaaa5ded7a0580093f88811a06d52d94c6bfdaceb9308,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,a1a6946f2010c003f9d5adc5412f7262c7e3fa63b7de889bb18ea76b,ita,SM50,24,166,3:08:51,+44:51
175,1010,889b7ba7eb7b7d3e2f8e709f822c930ec3dbb2c363b9bf03d08a096c,f9d853b76941a7804c8bb064df794ce88a6adb425e461ed0457445d5,87244eed8bc9197dc9d4760959e5fbfaaaebca766c3c68dc73159564,ita,SF35,2,9,3:08:53,+44:54
176,347,69a0d86ead47e13c4a1b214aecfeada24e2a9e0b92228d92229fe086,e654374698c7ac42155605ce242d51f80fe6fda19667f3e3f8b13281,b5c874bfcc1e7bfe9269132e52c9e9a453ff9deb617de6845e21ad53,ita,SM50,25,167,3:09:04,+45:04
177,305,fa806172a35683f422680ec555e5d916efe329319f18c98d59da15f4,bfc1c7e7e437a1cc61b477bf13952cd9b89184a6483e507a6019e4d3,d1042b48fa20b1454fff971b5e8e39a2c0fa70e75fc9025f081b095e,ukr,PM,1,168,3:09:17,+45:17
178,408,704595e78f6f76cdf39a281134fdb2d02bbc55ddfe6d416fab154e37,7a5d88dcf1057dad10ad7d65e2ff66f9b3377ff720fd17f4fe3f0301,73ea35c0da8b9f3bf4bae30f8088cb0cfacd95630b251641699bae8f,ita,SM35,38,169,3:09:17,+45:17
179,294,b185bcb95e9b881839154211ef985be8f94214d534d60c229e5f1a7c,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,cafb9efb268af923182b9fc9bbc5c45bcb139e660be2de1e26a30a7e,ita,SM45,29,170,3:09:23,+45:23
180,115,6c792bc9ca00dfd3a1658b775ce55919b366224a3585e4755dda3275,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,2abb207a399d51075eebfd1e9631b43f0ac923050fb496784b744266,ita,SM45,30,171,3:09:23,+45:23
181,226,f28df78ce4c4e938ff0f32e3f1c8f173740d3e5ddafe5724aac20aba,4e4c604ca984d30c02e4de1e4a9b0227a72666bd45fdd9fdcf7e44da,3793742bca2718f06b2cae652ec9a6ab76aa9e2383b4f685adb705a1,ita,SM45,31,172,3:09:25,+45:25
182,218,fa85f17dbc8de501a2011a33349fc2dcce64ea2740109d3257bba37c,18db7beb9be2ffcf77ee247d486bc9e80467ff43ee141e632e884028,b213f622d60a5412525d41f510ce072bd108bae4a7a64e66baf2adc1,ita,SM45,32,173,3:09:26,+45:26
183,700,2e0b9d38c5baaa39dee4c977672ed18a8dc01cef6bc2fe5bac3afee2,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,192fdf0b62e27c5f67fd71ff761ca61c355af72dbc0dea4ba78751c5,ita,SM50,26,174,3:09:27,+45:27
184,292,bc42ba36a9628f389b5e82780eadc1487f8cddac1e0bf7d7af2dc0cf,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SM40,40,175,3:09:33,+45:33
185,379,9aa2f127319f8e55b23933d064efd11d10f053eae94d995969429b21,330ffbcb75e14c24c56b21e560221a240b3e5bb0c42b4ceb220fec4e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,hun,SM40,41,176,3:09:36,+45:36
186,199,9ddfef1933961fec47c12adb7ab9fe7ef7db8bd1da37e3a538ee62af,d887599ce44249ce921295ebbd0a5d3f9548ec20d59af626049e8c49,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SM45,33,177,3:09:37,+45:37
187,232,8a2815fda516bc911d8eb193498778a72c26b2a6f8ef9b8759d23c0d,960ff6c5acc21b4d1f1a099780d4794bea8695958bef5b65322b8aa6,1a0b740f72022df44a3bb6c0a54ca460fe5934c3320fdd3139a9a5a1,ita,SM50,27,178,3:09:42,+45:42
188,1015,c55419fb9c630efaffc56e92c4fd410fe7ed77bd1541a7235e6ae0c6,755a5ee1416ea07ab05fcffdfd64e042324265c25c5446f9dfb63522,fba5f70a836df62844a96996cedba4e89c7b1104ce0ea3c44961b53f,gbr,SM40,42,179,3:09:49,+45:49
189,160,434a56944bbf024bfa99d0374cd92bd41c681fc69936af8663160a52,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,85dd87c2660fcb0cf5856acd5ec6e2a040c83a266cde04eb491c1653,ita,SM60,1,180,3:09:49,+45:49
190,1500,dd3a662192e5bea4254a6632ae4a0d62c88fa15aebb8e906d1643c24,e6d312bafbb0a765b8ea45321fad79966a5c177a35b557e522f86261,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM55,2,181,3:09:51,+45:51
191,236,9d83f9775fd41429b04df60dcb17f8c0fc9449d88fdfb68ddd37bd33,b75c531a147f5872ae73c72931db4063fe2afb396c429716b41b0f53,e94f6a65543a2520ed237629a52c02840835980f17d017f204e639bf,ita,SM45,34,182,3:09:52,+45:53
192,295,037539f4cbd554715e95da71a54ae0ea844b7492956ae0026e16924c,2a081d463794111c85460892c5e82cad5dfa4faa5a8baa4cdf62b336,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM,38,183,3:09:56,+45:56
193,135,7f5768235757e2196283997d40ab97713b5d52daa8ded85a4c71976d,d887599ce44249ce921295ebbd0a5d3f9548ec20d59af626049e8c49,b3579a0127d23d0cf663185640a73c4a8e4839d27de639b47d7cd840,ita,SM,39,184,3:09:59,+45:59
194,260,47270263a0522163b4856b72913b0527458fc2fde2657ee38920d12e,a365f8873c626f5769bbad711a76c55318f3dbadd48304b08bdd724a,e2dd133a06c923029b52a43bc634101dbe78d30c7fb43c1f736941ad,gbr,SM40,43,185,3:09:59,+45:59
195,142,a72b5023b94b381bebbc94c2f32b746568837f3036ff238ee42be40f,4b50fc2cfdca8a6c8ce48b28ddb5bfeed40071c35ae581e0beb4973f,e2dd133a06c923029b52a43bc634101dbe78d30c7fb43c1f736941ad,gbr,SM40,44,186,3:10:01,+46:01
196,1008,62c85aeb4ed235f68128ba7dda94934db827cca5522bba8d79cb7d3f,7a4c562faae02854a633229f010c9c2e9f2f7199485e75eedd570d6a,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SF35,3,10,3:10:04,+46:04
197,162,2ce2e0d570389f496e13c8809cee8454a44800b9f3b8fc562b80e086,4ccf8224ebcb0d17887a9cf9be513b7dae7d0d428734a9993258c3d6,c17eb236668c4e05834762e3c2f8325312adbc1e932c310222edd7b0,ita,SM45,35,187,3:10:10,+46:10
198,1461,20e4945a39815bd18b0f6da531df6493a53e2b9ebee7e4f0d2fa8d3c,c57d2802ccce053545c41390195bdaac2b15925fafccde62216a72e7,3aad7bdcc53c9120076155c652396e53e5b38b662c3c22a059c0210c,ita,SM45,36,188,3:10:16,+46:17
199,269,2b066c99f4299a50abd599ed9d1f29cfee6fe28b0d63f854a6541db6,d887599ce44249ce921295ebbd0a5d3f9548ec20d59af626049e8c49,029d158fdfbbef080d73546965a19e969b722e4525676a65616107d6,ita,SM,40,189,3:10:18,+46:18
200,237,243bc4cd83d739faa7b065891a2853d6bbd916cca79b85d21a6db50f,5eaeddd3f30a4dfa4236d099a3ba6e5b459b6bd5970246d4e55f114a,d0eac593de379cc6f2717a655535fcfa0dd369bddc2f33bb82fcfa41,ita,SM50,28,190,3:10:19,+46:19
